linkdir,access,access_delta,link,fr_edge_src,fr_edge_tgt,fr_dist_from_start,fr_dist_to_end,to_edge_src,to_edge_tgt,to_dist_from_start,to_dist_to_end,geographic_length_m,network_length_m,score,score_gravity,rank
/home/mwbc/ped-transit-data/networks/links_top250/link_id_12351,17102561658,68452,12351,"VertexID(2677852586, :node)","VertexID(2677852587, :node)",91,78,"VertexID(7816866150, :node)","VertexID(9477063639, :node)",0,36,38,0,58855.14178184874,12441.920037421547,239
/home/mwbc/ped-transit-data/networks/links_top250/link_id_12378,17116431797,13938591,12378,"VertexID(2086689068, :node)","VertexID(7010998063, :node)",47,62,"VertexID(-5232, :node)","VertexID(7010998061, :node)",0,53,53,0,136163.68211920618,22652.75006057291,44
/home/mwbc/ped-transit-data/networks/links_top250/link_id_12723,17105466753,2973547,12723,"VertexID(195472641, :node)","VertexID(1215465761, :node)",0,27,"VertexID(6204659739, :node)","VertexID(6481532001, :node)",44,45,46,0,141592.37570285104,20070.478258175004,34
/home/mwbc/ped-transit-data/networks/links_top250/link_id_13073,17115540056,13046850,13073,"VertexID(2086689135, :node)","VertexID(7161031125, :node)",34,0,"VertexID(-5232, :node)","VertexID(7010998061, :node)",9,44,89,0,127489.7086092726,19094.864578408233,51
/home/mwbc/ped-transit-data/networks/links_top250/link_id_13230,17116879864,14386658,13230,"VertexID(513021, :split)","VertexID(10271037169, :node)",0,153,"VertexID(6311780585, :node)","VertexID(6311780590, :node)",44,13,99,0,85519.06599450196,10948.048814206857,121
/home/mwbc/ped-transit-data/networks/links_top250/link_id_13552,17103342736,849530,13552,"VertexID(2340857149, :node)","VertexID(5954552344, :node)",0,27,"VertexID(7144665892, :node)","VertexID(7144665893, :node)",31,0,95,0,58250.103578766284,5637.895945359314,244
/home/mwbc/ped-transit-data/networks/links_top250/link_id_14178,17102596565,103359,14178,"VertexID(510303, :split)","VertexID(172677266, :node)",53,0,"VertexID(4259469238, :node)","VertexID(4962711477, :node)",258,212,19,0,84126.49508565494,7802.828358137969,123
/home/mwbc/ped-transit-data/networks/links_top250/link_id_14221,17126545625,24052419,14221,"VertexID(1214350411, :node)","VertexID(1754043643, :node)",15,208,"VertexID(1854281737, :node)","VertexID(1854281752, :node)",12,0,73,0,70382.44402141628,9863.498574371188,175
/home/mwbc/ped-transit-data/networks/links_top250/link_id_14468,17105233346,2740140,14468,"VertexID(195399165, :node)","VertexID(10825050370, :node)",23,104,"VertexID(6403179208, :node)","VertexID(6403179211, :node)",0,99,73,0,70431.1822537521,7627.484296042344,174
/home/mwbc/ped-transit-data/networks/links_top250/link_id_14707,17102493206,0,14707,"VertexID(9482544264, :node)","VertexID(9482544265, :node)",0,88,"VertexID(512142, :split)","VertexID(6342008560, :node)",1,126,8,0,72798.44551282059,12472.555537262153,167
/home/mwbc/ped-transit-data/networks/links_top250/link_id_1526,17103201269,708063,1526,"VertexID(195682094, :node)","VertexID(195685471, :node)",41,0,"VertexID(13977332216, :node)","VertexID(13977332222, :node)",0,9,60,0,80005.25775494141,9647.453305186513,139
/home/mwbc/ped-transit-data/networks/links_top250/link_id_15505,17109285744,6792538,15505,"VertexID(511510, :split)","VertexID(6252048596, :node)",208,198,"VertexID(170718544, :node)","VertexID(7013296961, :node)",0,7,56,0,66558.22285073718,6864.029722841356,201
/home/mwbc/ped-transit-data/networks/links_top250/link_id_15582,17127524904,25031698,15582,"VertexID(6250736953, :node)","VertexID(6250736956, :node)",45,0,"VertexID(6970380585, :node)","VertexID(6970380632, :node)",18,155,33,0,82480.79741652418,13782.512845867423,131
/home/mwbc/ped-transit-data/networks/links_top250/link_id_16,17131942876,29449670,16,"VertexID(6088922095, :node)","VertexID(6088922099, :node)",19,37,"VertexID(6250736953, :node)","VertexID(6250736956, :node)",45,0,62,0,79607.44456098293,13646.375937317303,141
/home/mwbc/ped-transit-data/networks/links_top250/link_id_16811,17102729990,236784,16811,"VertexID(6239053332, :node)","VertexID(6239053406, :node)",8,11,"VertexID(195515724, :node)","VertexID(6270549632, :node)",0,7,20,0,82933.58170529715,8805.28960506152,129
/home/mwbc/ped-transit-data/networks/links_top250/link_id_17274,17102493206,0,17274,"VertexID(5911215578, :node)","VertexID(9482544257, :node)",65,84,"VertexID(195711699, :node)","VertexID(6342008553, :node)",0,8,82,0,67382.1217948718,10154.742017154951,195
/home/mwbc/ped-transit-data/networks/links_top250/link_id_17726,17104859610,2366404,17726,"VertexID(2402972660, :node)","VertexID(6311929894, :node)",0,31,"VertexID(2402972656, :node)","VertexID(2402972667, :node)",0,143,31,0,61895.71933640964,4760.566630985433,229
/home/mwbc/ped-transit-data/networks/links_top250/link_id_17822,17103070764,577558,17822,"VertexID(512179, :split)","VertexID(195624290, :node)",7,0,"VertexID(6240813672, :node)","VertexID(6240813675, :node)",0,35,49,0,130414.00794535904,17346.099478871045,48
/home/mwbc/ped-transit-data/networks/links_top250/link_id_18447,17102976996,483790,18447,"VertexID(1197033446, :node)","VertexID(10858268138, :node)",34,52,"VertexID(6988141250, :node)","VertexID(6988141251, :node)",12,0,12,0,437117.0248640834,55652.40405548444,3
/home/mwbc/ped-transit-data/networks/links_top250/link_id_1861,17102873417,380211,1861,"VertexID(195604163, :node)","VertexID(11847551571, :node)",0,59,"VertexID(3819591159, :node)","VertexID(6245848400, :node)",0,7,94,0,122268.63850230465,13602.457828336346,61
/home/mwbc/ped-transit-data/networks/links_top250/link_id_18618,17105095298,2602092,18618,"VertexID(172647755, :node)","VertexID(1992372585, :node)",143,8,"VertexID(324211329, :node)","VertexID(11047244827, :node)",49,74,61,0,83230.41446328696,6107.539578890984,128
/home/mwbc/ped-transit-data/networks/links_top250/link_id_18845,17102961424,468218,18845,"VertexID(6240218607, :node)","VertexID(6240218608, :node)",42,0,"VertexID(7111849425, :node)","VertexID(13903510441, :node)",59,130,84,0,90122.66479234275,15019.15665492478,109
/home/mwbc/ped-transit-data/networks/links_top250/link_id_18914,17103573795,1080589,18914,"VertexID(13533474737, :node)","VertexID(13533474744, :node)",221,8,"VertexID(6101752652, :node)","VertexID(6101752654, :node)",0,34,96,0,70288.5502415758,10255.98017648006,177
/home/mwbc/ped-transit-data/networks/links_top250/link_id_19120,17104062700,1569494,19120,"VertexID(4359442965, :node)","VertexID(4359442966, :node)",12,0,"VertexID(7191694119, :node)","VertexID(7191694125, :node)",17,20,63,0,295134.2382496055,26658.99408278101,6
/home/mwbc/ped-transit-data/networks/links_top250/link_id_19826,17113010740,10517534,19826,"VertexID(195394966, :node)","VertexID(1431908171, :node)",39,0,"VertexID(6570368775, :node)","VertexID(6570368777, :node)",0,50,55,0,81122.93087826158,9952.818070030353,135
/home/mwbc/ped-transit-data/networks/links_top250/link_id_20578,17102596859,103653,20578,"VertexID(510303, :split)","VertexID(172677266, :node)",53,0,"VertexID(4964898307, :node)","VertexID(5162123090, :node)",316,188,4,0,86167.75668302775,7950.171218982783,116
/home/mwbc/ped-transit-data/networks/links_top250/link_id_210,17102495134,1928,210,"VertexID(512573, :split)","VertexID(6023795838, :node)",10,0,"VertexID(11061633793, :node)","VertexID(11201090845, :node)",0,15,95,0,275800.26679766434,33349.651406335135,9
/home/mwbc/ped-transit-data/networks/links_top250/link_id_21094,17102865876,372670,21094,"VertexID(-1483, :node)","VertexID(2402972673, :node)",6,13,"VertexID(6311929911, :node)","VertexID(6311929912, :node)",77,0,80,0,70291.47230249523,6179.427820768893,176
/home/mwbc/ped-transit-data/networks/links_top250/link_id_21172,17102805710,312504,21172,"VertexID(2402972673, :node)","VertexID(2402972685, :node)",91,0,"VertexID(7147997367, :node)","VertexID(7678504022, :node)",45,27,59,0,76414.84883614669,6448.878333598473,152
/home/mwbc/ped-transit-data/networks/links_top250/link_id_2122,17104431276,1938070,2122,"VertexID(512573, :split)","VertexID(6023795840, :node)",4,0,"VertexID(2076568836, :node)","VertexID(11119887913, :node)",54,2,1,0,292308.1528522261,50995.71668357475,7
/home/mwbc/ped-transit-data/networks/links_top250/link_id_21685,17104611448,2118242,21685,"VertexID(195501760, :node)","VertexID(1215465788, :node)",0,17,"VertexID(512141, :split)","VertexID(6342008527, :node)",68,57,8,0,146742.15768093403,22233.361831132468,31
/home/mwbc/ped-transit-data/networks/links_top250/link_id_22253,17113242623,10749417,22253,"VertexID(1597119002, :node)","VertexID(1597119081, :node)",0,110,"VertexID(6970589943, :node)","VertexID(6970589960, :node)",111,25,97,0,137847.21347843343,15972.047400601534,41
/home/mwbc/ped-transit-data/networks/links_top250/link_id_22595,17102494943,1737,22595,"VertexID(513065, :split)","VertexID(6239053288, :node)",56,66,"VertexID(6270549628, :node)","VertexID(6270549631, :node)",47,0,77,0,84053.81717917361,9304.53985921972,125
/home/mwbc/ped-transit-data/networks/links_top250/link_id_22874,17102608054,114848,22874,"VertexID(1439360896, :node)","VertexID(7014604702, :node)",58,202,"VertexID(6223332513, :node)","VertexID(12881215228, :node)",0,40,69,0,57117.37040193622,13522.45951490838,248
/home/mwbc/ped-transit-data/networks/links_top250/link_id_23652,17102493206,0,23652,"VertexID(1984399498, :node)","VertexID(1984399576, :node)",73,265,"VertexID(13572110435, :node)","VertexID(13572110442, :node)",0,111,67,0,106983.40117233185,9815.330245296547,81
/home/mwbc/ped-transit-data/networks/links_top250/link_id_24153,17102569486,76280,24153,"VertexID(6245848407, :node)","VertexID(13039625831, :node)",96,0,"VertexID(6533039736, :node)","VertexID(6533039737, :node)",6,13,23,0,149014.11241434162,17283.45686736713,27
/home/mwbc/ped-transit-data/networks/links_top250/link_id_24680,17172631959,70138753,24680,"VertexID(170534021, :node)","VertexID(170572093, :node)",26,0,"VertexID(6201758029, :node)","VertexID(6201758031, :node)",0,46,71,0,123499.80970565093,13459.441024025304,58
/home/mwbc/ped-transit-data/networks/links_top250/link_id_25570,17105130645,2637439,25570,"VertexID(1992372585, :node)","VertexID(5916005186, :node)",65,50,"VertexID(11047244827, :node)","VertexID(11047244844, :node)",0,102,76,0,73318.19235907163,4908.786974909715,164
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26135,17102919251,426045,26135,"VertexID(195682096, :node)","VertexID(195704706, :node)",67,0,"VertexID(195547557, :node)","VertexID(13025437417, :node)",0,9,32,0,80425.80152080834,9280.225700831415,138
/home/mwbc/ped-transit-data/networks/links_top250/link_id_2622,17103442025,948819,2622,"VertexID(512573, :split)","VertexID(6023795838, :node)",0,10,"VertexID(2076568836, :node)","VertexID(11134869837, :node)",0,3,54,0,269872.22241187276,42344.21402950368,10
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26305,17102805710,312504,26305,"VertexID(2402972673, :node)","VertexID(2402972685, :node)",73,18,"VertexID(7678504021, :node)","VertexID(7678504022, :node)",0,36,30,0,76731.76187682342,6453.356570556535,150
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26372,17103741497,1248291,26372,"VertexID(195682094, :node)","VertexID(195685471, :node)",41,0,"VertexID(195751949, :node)","VertexID(10073490933, :node)",0,55,69,0,85739.52864354388,8641.07282252949,119
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26446,17102493206,0,26446,"VertexID(170626105, :node)","VertexID(2477945158, :node)",0,11,"VertexID(6314512172, :node)","VertexID(6314512371, :node)",22,41,9,0,66518.05185202308,9894.756327428948,203
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26455,17105290303,2797097,26455,"VertexID(541197647, :node)","VertexID(2549076110, :node)",36,37,"VertexID(6371349210, :node)","VertexID(6371349295, :node)",0,6,88,0,60036.95333976374,6827.010728161877,234
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26456,17102893381,400175,26456,"VertexID(3643186275, :node)","VertexID(11282460952, :node)",0,19,"VertexID(6023862174, :node)","VertexID(7306576631, :node)",72,137,20,0,75627.9932265306,7679.9996650863795,156
/home/mwbc/ped-transit-data/networks/links_top250/link_id_26775,17104123358,1630152,26775,"VertexID(1992384461, :node)","VertexID(1992384470, :node)",19,0,"VertexID(5558169511, :node)","VertexID(5923182286, :node)",17,10,48,0,68364.00822196613,7091.131399466809,190
/home/mwbc/ped-transit-data/networks/links_top250/link_id_27053,17104004934,1511728,27053,"VertexID(9022156490, :node)","VertexID(9022156498, :node)",90,128,"VertexID(7013155002, :node)","VertexID(7013155005, :node)",91,0,85,0,61660.27888183237,4061.203113619733,231
/home/mwbc/ped-transit-data/networks/links_top250/link_id_2709,17102493206,0,2709,"VertexID(3480397699, :node)","VertexID(7161503145, :node)",39,18,"VertexID(6184639482, :node)","VertexID(6184643450, :node)",43,0,78,0,64542.33894736851,5837.187054262036,213
/home/mwbc/ped-transit-data/networks/links_top250/link_id_27734,17125708444,23215238,27734,"VertexID(195398902, :node)","VertexID(6110164336, :node)",0,9,"VertexID(195398901, :node)","VertexID(13041308721, :node)",0,12,21,0,174138.47823626845,22019.848070320586,19
/home/mwbc/ped-transit-data/networks/links_top250/link_id_27746,17106031115,3537909,27746,"VertexID(510204, :split)","VertexID(566656830, :node)",0,1,"VertexID(172644089, :node)","VertexID(1256291534, :node)",0,75,55,0,70861.5150278463,9281.782350989146,171
/home/mwbc/ped-transit-data/networks/links_top250/link_id_27800,17113465786,10972580,27800,"VertexID(-70, :node)","VertexID(170588183, :node)",26,41,"VertexID(170621399, :node)","VertexID(6688348535, :node)",11,34,87,0,59878.79579630898,4472.8121537770885,235
/home/mwbc/ped-transit-data/networks/links_top250/link_id_28200,17102796153,302947,28200,"VertexID(170669043, :node)","VertexID(5572530475, :node)",9,38,"VertexID(1595792569, :node)","VertexID(2641578593, :node)",16,56,66,0,62286.63972676733,10582.056208522783,226
/home/mwbc/ped-transit-data/networks/links_top250/link_id_28613,17103684321,1191115,28613,"VertexID(1849678159, :node)","VertexID(3698122899, :node)",67,4,"VertexID(510029, :split)","VertexID(3698122892, :node)",8,0,20,0,104096.51595243317,26201.456269124006,90
/home/mwbc/ped-transit-data/networks/links_top250/link_id_28884,17102515375,22169,28884,"VertexID(6239053286, :node)","VertexID(13048561980, :node)",0,6,"VertexID(195515724, :node)","VertexID(6270549632, :node)",0,7,99,0,68731.38424672677,5788.7257356651735,186
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29125,17104144510,1651304,29125,"VertexID(2065472326, :node)","VertexID(6023795839, :node)",0,20,"VertexID(512573, :split)","VertexID(6023795838, :node)",10,0,4,0,255083.7788121877,46328.2373368441,11
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29427,17102851253,358047,29427,"VertexID(7011324468, :node)","VertexID(7011324472, :node)",69,0,"VertexID(11186562214, :node)","VertexID(11186562215, :node)",8,0,97,0,110150.38733943921,7669.194136388828,80
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29463,17157703095,55209889,29463,"VertexID(170534021, :node)","VertexID(170572093, :node)",26,0,"VertexID(300036919, :node)","VertexID(300036945, :node)",88,0,68,0,112064.23569532386,11404.55763021473,74
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29658,17104362115,1868909,29658,"VertexID(195419952, :node)","VertexID(195429395, :node)",127,62,"VertexID(-664, :node)","VertexID(1215465786, :node)",6,23,75,0,78264.59747411241,9735.053036221418,147
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29888,17102493206,0,29888,"VertexID(1984399498, :node)","VertexID(1984399576, :node)",61,277,"VertexID(5312739567, :node)","VertexID(5312739568, :node)",0,47,97,0,90850.94306857209,8709.128388181689,106
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29956,17102878747,385541,29956,"VertexID(513065, :split)","VertexID(6682291799, :node)",93,282,"VertexID(6270531484, :node)","VertexID(6270531485, :node)",0,7,19,0,79202.69228097209,8893.68682518041,144
/home/mwbc/ped-transit-data/networks/links_top250/link_id_29957,17112503007,10009801,29957,"VertexID(195507112, :node)","VertexID(195652212, :node)",0,77,"VertexID(1757855228, :node)","VertexID(6342176135, :node)",0,12,93,0,95619.66606453958,10839.21808190551,101
/home/mwbc/ped-transit-data/networks/links_top250/link_id_30054,17103803766,1310560,30054,"VertexID(621456495, :node)","VertexID(6240813668, :node)",0,8,"VertexID(6533039727, :node)","VertexID(6533039728, :node)",12,0,23,0,166009.30061606417,21043.12663695966,22
/home/mwbc/ped-transit-data/networks/links_top250/link_id_30138,17102493305,99,30138,"VertexID(170581129, :node)","VertexID(6373865524, :node)",134,42,"VertexID(510885, :island)","VertexID(510886, :island)",0,0,79,0,62180.48188201791,8929.90832264873,228
/home/mwbc/ped-transit-data/networks/links_top250/link_id_30281,17189404050,86910844,30281,"VertexID(300037002, :node)","VertexID(300037054, :node)",50,0,"VertexID(6119788388, :node)","VertexID(6310652420, :node)",0,7,97,0,98054.69721257934,13916.925868333257,96
/home/mwbc/ped-transit-data/networks/links_top250/link_id_30667,17105633188,3139982,30667,"VertexID(5159970592, :node)","VertexID(12339802150, :node)",58,0,"VertexID(10722200856, :node)","VertexID(11261663914, :node)",135,363,14,0,115056.79825211839,8237.723636909339,69
/home/mwbc/ped-transit-data/networks/links_top250/link_id_30717,17102506484,13278,30717,"VertexID(1981867924, :node)","VertexID(6239053287, :node)",0,8,"VertexID(6239053295, :node)","VertexID(6239053300, :node)",127,99,18,0,85990.6654151169,9276.83857949407,117
/home/mwbc/ped-transit-data/networks/links_top250/link_id_30773,17104349633,1856427,30773,"VertexID(510706, :split)","VertexID(6329599960, :node)",60,0,"VertexID(6329599589, :node)","VertexID(6624430188, :node)",5,0,23,0,65358.0221350585,11638.627590599397,209
/home/mwbc/ped-transit-data/networks/links_top250/link_id_31086,17102632848,139642,31086,"VertexID(172735649, :node)","VertexID(7949796923, :node)",46,0,"VertexID(1984399527, :node)","VertexID(4962923485, :node)",0,11,92,0,62790.72798583848,5773.403891324799,222
/home/mwbc/ped-transit-data/networks/links_top250/link_id_31665,17104783397,2290191,31665,"VertexID(5311174912, :node)","VertexID(5311174913, :node)",0,171,"VertexID(5558169511, :node)","VertexID(8063671683, :node)",0,19,57,0,68596.86550793426,7269.681191328169,188
/home/mwbc/ped-transit-data/networks/links_top250/link_id_32257,17103098417,605211,32257,"VertexID(1804179823, :node)","VertexID(6507351961, :node)",66,0,"VertexID(4359442965, :node)","VertexID(4359442966, :node)",12,0,93,0,239934.57542032676,21409.24010081908,13
/home/mwbc/ped-transit-data/networks/links_top250/link_id_3229,17104287354,1794148,3229,"VertexID(6240219155, :node)","VertexID(6240219157, :node)",0,31,"VertexID(7111849425, :node)","VertexID(13903510441, :node)",59,130,86,0,95731.60323468881,15768.406691000268,100
/home/mwbc/ped-transit-data/networks/links_top250/link_id_32569,17102507796,14590,32569,"VertexID(10073481717, :node)","VertexID(10073481719, :node)",0,52,"VertexID(6245848407, :node)","VertexID(13039625831, :node)",96,0,100,0,98967.20804110833,9086.09203533388,95
/home/mwbc/ped-transit-data/networks/links_top250/link_id_32688,17113949877,11456671,32688,"VertexID(6124284140, :node)","VertexID(6124284147, :node)",49,66,"VertexID(6311780591, :node)","VertexID(6311780593, :node)",0,96,46,0,64445.529984488465,8520.051120980508,214
/home/mwbc/ped-transit-data/networks/links_top250/link_id_32793,17102569486,76280,32793,"VertexID(6245848407, :node)","VertexID(13039625831, :node)",96,0,"VertexID(6533039735, :node)","VertexID(6533039738, :node)",6,13,3,0,149014.11241434162,17303.589071614944,27
/home/mwbc/ped-transit-data/networks/links_top250/link_id_32851,17104322690,1829484,32851,"VertexID(2524302634, :node)","VertexID(3999336787, :node)",121,48,"VertexID(5159970592, :node)","VertexID(12339802150, :node)",58,0,87,0,138954.0532992634,10466.564271235658,38
/home/mwbc/ped-transit-data/networks/links_top250/link_id_32982,17106142199,3648993,32982,"VertexID(195567451, :node)","VertexID(195627233, :node)",47,84,"VertexID(4218382348, :node)","VertexID(4218382374, :node)",44,49,87,0,114425.16148695198,10690.62694376647,71
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33067,17104280381,1787175,33067,"VertexID(1992384461, :node)","VertexID(5314263417, :node)",0,78,"VertexID(5558169511, :node)","VertexID(5923182286, :node)",1,26,49,0,70641.09881038943,7556.9995267695085,172
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33317,17102688618,195412,33317,"VertexID(1325576616, :node)","VertexID(6245848405, :node)",6,0,"VertexID(195604163, :node)","VertexID(11847551571, :node)",0,59,75,0,112990.4192012126,12359.73061946523,72
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33340,17112739979,10246773,33340,"VertexID(2086689071, :node)","VertexID(7161031126, :node)",33,0,"VertexID(2086689034, :node)","VertexID(2086689102, :node)",232,73,81,0,139538.86092715326,15223.394828650644,37
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33754,17107030983,4537777,33754,"VertexID(512626, :split)","VertexID(195472641, :node)",0,28,"VertexID(6204659705, :node)","VertexID(6481531996, :node)",59,74,19,0,147868.87060986587,23683.326986555494,29
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33885,17102922755,429549,33885,"VertexID(512573, :split)","VertexID(6023795840, :node)",4,0,"VertexID(2069161628, :node)","VertexID(2076568814, :node)",12,0,57,0,222317.89077645645,37551.290318662475,15
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33904,17102814581,321375,33904,"VertexID(172644089, :node)","VertexID(1256291534, :node)",22,53,"VertexID(562434692, :node)","VertexID(7810005995, :node)",46,38,6,0,63651.050537050454,9313.276205851953,218
/home/mwbc/ped-transit-data/networks/links_top250/link_id_33971,17113286270,10793064,33971,"VertexID(2086689068, :node)","VertexID(7010998063, :node)",52,57,"VertexID(6956981905, :node)","VertexID(6956981909, :node)",76,13,68,0,138925.19205298106,18916.355161619565,39
/home/mwbc/ped-transit-data/networks/links_top250/link_id_3399,17102652101,158895,3399,"VertexID(3698122864, :node)","VertexID(3698122880, :node)",56,20,"VertexID(1439360896, :node)","VertexID(6035134043, :node)",0,7,44,0,104278.79662053901,31741.465663032337,88
/home/mwbc/ped-transit-data/networks/links_top250/link_id_3412,17102669114,175908,3412,"VertexID(172713733, :node)","VertexID(2702958474, :node)",0,75,"VertexID(2677852586, :node)","VertexID(2677852587, :node)",91,78,87,0,67357.5753103995,7030.495527782332,196
/home/mwbc/ped-transit-data/networks/links_top250/link_id_34147,17105317481,2824275,34147,"VertexID(12519666079, :node)","VertexID(12519666084, :node)",94,0,"VertexID(12984678577, :node)","VertexID(12984678578, :node)",0,15,48,0,67180.09283819635,7350.853082011175,198
/home/mwbc/ped-transit-data/networks/links_top250/link_id_34938,17103647418,1154212,34938,"VertexID(7094725228, :node)","VertexID(7094725230, :node)",55,0,"VertexID(2524302634, :node)","VertexID(11186562210, :node)",17,0,84,0,123122.09550931067,10680.037299536085,60
/home/mwbc/ped-transit-data/networks/links_top250/link_id_35128,17105173296,2680090,35128,"VertexID(2402972656, :node)","VertexID(2402972667, :node)",83,60,"VertexID(6311929897, :node)","VertexID(6311929898, :node)",0,50,94,0,75717.5107603017,6717.25780363661,155
/home/mwbc/ped-transit-data/networks/links_top250/link_id_35130,17102493206,0,35130,"VertexID(6184643471, :node)","VertexID(7161503134, :node)",16,58,"VertexID(6184643455, :node)","VertexID(6654397996, :node)",0,45,70,0,73213.8147368423,7907.684370327327,166
/home/mwbc/ped-transit-data/networks/links_top250/link_id_3557,17102734304,241098,3557,"VertexID(6186665465, :node)","VertexID(6186665468, :node)",0,25,"VertexID(6801817771, :node)","VertexID(6801817772, :node)",0,7,72,0,69812.24461663145,8697.183945061464,179
/home/mwbc/ped-transit-data/networks/links_top250/link_id_35661,17102652199,158993,35661,"VertexID(3698122864, :node)","VertexID(3698122880, :node)",56,20,"VertexID(1439360896, :node)","VertexID(7014604702, :node)",15,245,42,0,98023.18968804629,29525.048589587273,97
/home/mwbc/ped-transit-data/networks/links_top250/link_id_35717,17102737021,243815,35717,"VertexID(6801817771, :node)","VertexID(6801817772, :node)",0,7,"VertexID(6481073060, :node)","VertexID(13101881710, :node)",20,30,46,0,62381.98312726913,7220.92478883772,224
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36036,17102638883,145677,36036,"VertexID(11125658851, :node)","VertexID(11125658854, :node)",0,6,"VertexID(510975, :island)","VertexID(510976, :island)",0,0,50,0,58367.42545588361,9279.27666152962,243
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36252,17102815153,321947,36252,"VertexID(509861, :split)","VertexID(2694031271, :node)",7,0,"VertexID(510226, :split)","VertexID(566657819, :node)",0,95,7,0,69709.94125005005,11275.593928114076,180
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36289,17102522966,29760,36289,"VertexID(172656169, :node)","VertexID(6001193872, :node)",0,60,"VertexID(510446, :split)","VertexID(6020048524, :node)",29,28,6,0,67587.15487426562,16642.983880778622,193
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36538,17102618974,125768,36538,"VertexID(172735649, :node)","VertexID(7949796923, :node)",46,0,"VertexID(4962922481, :node)","VertexID(5115917339, :node)",1,64,80,0,57987.09655616287,5135.833798701635,245
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36586,17103076497,583291,36586,"VertexID(170669043, :node)","VertexID(5572530475, :node)",47,0,"VertexID(511506, :split)","VertexID(2641578592, :node)",2,0,52,0,60572.00951488069,10652.967606924482,232
/home/mwbc/ped-transit-data/networks/links_top250/link_id_3672,17103576617,1083411,3672,"VertexID(1147562325, :node)","VertexID(1264922295, :node)",0,62,"VertexID(13533474737, :node)","VertexID(13533474744, :node)",221,8,72,0,74203.9602995261,11995.5342848645,161
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36731,17104053710,1560504,36731,"VertexID(195419948, :node)","VertexID(6342008535, :node)",0,8,"VertexID(6202720005, :node)","VertexID(6202720010, :node)",61,20,51,0,112047.07209913286,16581.781764080773,75
/home/mwbc/ped-transit-data/networks/links_top250/link_id_36833,17180112114,77618908,36833,"VertexID(170534021, :node)","VertexID(6119788388, :node)",118,5,"VertexID(6201758013, :node)","VertexID(6201758037, :node)",43,0,73,0,105414.40528020095,14457.538850567953,84
/home/mwbc/ped-transit-data/networks/links_top250/link_id_37625,17172672213,70179007,37625,"VertexID(170534021, :node)","VertexID(170572093, :node)",26,0,"VertexID(300036950, :node)","VertexID(300036992, :node)",52,0,69,0,124881.78552904133,13831.125005889058,56
/home/mwbc/ped-transit-data/networks/links_top250/link_id_37957,17107116638,4623432,37957,"VertexID(6204443079, :node)","VertexID(7094725233, :node)",44,0,"VertexID(6815708606, :node)","VertexID(11186562216, :node)",128,21,71,0,88219.15522558181,7959.436828783479,111
/home/mwbc/ped-transit-data/networks/links_top250/link_id_38236,17111732425,9239219,38236,"VertexID(170654684, :node)","VertexID(1145624165, :node)",47,40,"VertexID(2865132011, :node)","VertexID(2865132012, :node)",0,31,50,0,125804.80445492695,10124.205235795616,54
/home/mwbc/ped-transit-data/networks/links_top250/link_id_38978,17167915398,65422192,38978,"VertexID(170534021, :node)","VertexID(6119788388, :node)",123,0,"VertexID(9789346673, :node)","VertexID(9789346674, :node)",0,45,76,0,102473.59305989112,14231.20702996148,92
/home/mwbc/ped-transit-data/networks/links_top250/link_id_39418,17102493206,0,39418,"VertexID(3698122864, :node)","VertexID(3698122880, :node)",56,20,"VertexID(10700354676, :node)","VertexID(10700354677, :node)",0,31,87,0,66965.64944324302,19759.609322863318,199
/home/mwbc/ped-transit-data/networks/links_top250/link_id_39945,17102643729,150523,39945,"VertexID(170730770, :node)","VertexID(13807912811, :node)",19,77,"VertexID(13386397789, :node)","VertexID(13386397790, :node)",11,0,8,0,97078.51751366201,14746.317558521605,98
/home/mwbc/ped-transit-data/networks/links_top250/link_id_39981,17103037934,544728,39981,"VertexID(170694062, :node)","VertexID(170694069, :node)",21,0,"VertexID(6652392283, :node)","VertexID(10937933325, :node)",304,45,39,0,62366.60739909703,4758.3244739082365,225
